Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,Ward,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards,Boundaries - ZIP Codes,Police Districts,Police Beats
HT136192,1/26/2011 10:30,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,28,11,1149512,1901446,2011,41.88548754,-87.72642205,"(41.885487535, -87.726422045)",11,21572,27,659,23,30,16,83
HT126722,1/19/2011 17:30,007XX W WASHINGTON BLVD,820,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,1212,27,6,1171475,1900762,2011,41.88315603,-87.64579011,"(41.883156033, -87.64579011)",41,4452,29,784,36,45,15,92
HT136880,1/26/2011 17:30,004XX S RACINE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,CTA PLATFORM,FALSE,FALSE,1213,2,08B,1168451,1897951,2011,41.87550838,-87.65697569,"(41.875508384, -87.656975687)",48,14917,29,87,26,44,15,95
HT137125,1/26/2011 19:45,005XX S KEDZIE AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1134,24,11,1155124,1897322,2011,41.8740601,-87.70592431,"(41.874060099, -87.705924314)",36,21572,28,765,14,30,16,140
HT137164,1/26/2011 20:30,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT137190,1/26/2011 20:40,036XX W LAKE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,TRUE,FALSE,1122,28,18,1151988,1901284,2011,41.88499458,-87.71733391,"(41.884994578, -87.71733391)",11,21572,28,176,23,30,16,82
HT137437,1/27/2011 2:40,002XX W 63RD ST,820,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,711,20,6,1175827,1863196,2011,41.77997505,-87.63093738,"(41.779975054, -87.630937377)",53,21559,66,435,4,11,17,201
HT138476,1/27/2011 0:01,001XX N DEARBORN ST,820,THEFT,$500 AND UNDER,CTA PLATFORM,TRUE,FALSE,122,42,6,1175928,1900985,2011,41.8836689,-87.62943189,"(41.883668896, -87.629431893)",22,14310,38,92,36,41,22,88
HT138713,1/27/2011 19:30,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT139024,1/28/2011 1:23,015XX W JARVIS AVE,820,THEFT,$500 AND UNDER,CTA PLATFORM,TRUE,FALSE,2423,49,6,1164799,1949134,2011,42.01603527,-87.6689277,"(42.016035274, -87.668927703)",3,21853,10,357,5,9,11,37
HT139253,1/28/2011 9:25,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT139366,1/28/2011 11:15,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,28,11,1149512,1901446,2011,41.88548754,-87.72642205,"(41.885487535, -87.726422045)",11,21572,27,659,23,30,16,83
HT139889,1/28/2011 16:45,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,28,11,1149512,1901446,2011,41.88548754,-87.72642205,"(41.885487535, -87.726422045)",11,21572,27,659,23,30,16,83
HT140084,1/28/2011 19:30,036XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1122,28,11,1151988,1901284,2011,41.88499458,-87.71733391,"(41.884994578, -87.71733391)",11,21572,28,176,23,30,16,82
HT140205,1/28/2011 21:00,005XX S PULASKI RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,TRUE,FALSE,1132,24,18,1149812,1897228,2011,41.87390705,-87.72543009,"(41.873907046, -87.725430093)",36,21572,27,675,14,30,16,142
HT140287,1/28/2011 21:50,002XX S STATE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,TRUE,FALSE,123,42,18,1176417,1899156,2011,41.878639,-87.62769149,"(41.878638996, -87.627691486)",22,14912,38,92,36,29,22,126
HT140343,1/28/2011 22:15,039XX N SHERIDAN RD,4230,KIDNAPPING,UNLAWFUL RESTRAINT,CTA PLATFORM,FALSE,FALSE,2324,44,26,1168891,1926517,2011,41.95388558,-87.65453007,"(41.953885576, -87.65453007)",38,21186,57,83,39,53,5,12
HT140425,1/29/2011 0:40,020XX S KOSTNER AVE,031A,ROBBERY,ARMED: HANDGUN,CTA PLATFORM,FALSE,FALSE,1012,24,3,1147374,1889823,2011,41.85363385,-87.73457098,"(41.853633845, -87.734570978)",36,21569,30,753,14,57,21,109
HT140726,1/29/2011 9:35,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT140825,1/29/2011 11:40,0000X W 87TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,TRUE,FALSE,634,21,18,1177549,1847286,2011,41.73627743,-87.62510451,"(41.736277427, -87.62510451)",18,21554,40,1,13,59,20,242
HT104125,1/3/2011 16:15,002XX W 63RD ST,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,CTA PLATFORM,FALSE,FALSE,711,20,3,1175827,1863196,2011,41.77997505,-87.63093738,"(41.779975054, -87.630937377)",53,21559,66,435,4,11,17,201
HT141351,1/29/2011 18:50,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,28,11,1149512,1901446,2011,41.88548754,-87.72642205,"(41.885487535, -87.726422045)",11,21572,27,659,23,30,16,83
HT141751,1/30/2011 1:25,005XX S PULASKI RD,1330,CRIMINAL TRESPASS,TO LAND,CTA PLATFORM,TRUE,FALSE,1132,24,26,1149812,1897228,2011,41.87390705,-87.72543009,"(41.873907046, -87.725430093)",36,21572,27,675,14,30,16,142
HT142071,1/30/2011 10:55,075XX N PAULINA AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CTA PLATFORM,TRUE,FALSE,2422,49,26,1163690,1950023,2011,42.01849825,-87.67298323,"(42.018498254, -87.672983233)",3,21853,10,489,5,9,11,32
HT142550,1/30/2011 18:15,036XX W LAKE ST,460,BATTERY,SIMPLE,CTA PLATFORM,TRUE,FALSE,1123,28,08B,1152291,1901263,2011,41.88493098,-87.71622179,"(41.884930978, -87.716221792)",11,21572,28,176,23,30,16,86
HT143726,1/31/2011 16:15,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,28,11,1149512,1901446,2011,41.88548754,-87.72642205,"(41.885487535, -87.726422045)",11,21572,27,659,23,30,16,83
HT144529,2/1/2011 10:00,002XX S STATE ST,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,123,42,6,1176417,1899156,2011,41.878639,-87.62769149,"(41.878638996, -87.627691486)",22,14912,38,92,36,29,22,126
HT143916,1/31/2011 17:55,002XX S STATE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,CTA PLATFORM,FALSE,TRUE,123,42,08B,1176413,1899304,2011,41.87904521,-87.62770171,"(41.879045207, -87.627701705)",22,14912,38,92,36,29,22,126
HT146524,2/3/2011 18:55,005XX S KEDZIE AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1134,24,11,1155124,1897322,2011,41.8740601,-87.70592431,"(41.874060099, -87.705924314)",36,21572,28,765,14,30,16,140
HT147320,2/4/2011 13:37,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT147289,2/4/2011 13:00,020XX S PULASKI RD,820,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,1014,24,6,1150029,1889979,2011,41.85401071,-87.72482201,"(41.854010712, -87.724822014)",36,21569,30,753,14,57,21,109
HT147734,2/4/2011 18:00,048XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1532,28,11,1144147,1901839,2011,41.8866684,-87.74611368,"(41.886668404, -87.746113681)",11,22216,26,696,23,32,25,81
HT147937,2/4/2011 20:15,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT148146,2/5/2011 0:08,002XX W 35TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,FALSE,FALSE,924,11,11,1175274,1881762,2011,41.83093432,-87.63240966,"(41.830934318, -87.632409655)",26,14924,35,376,48,37,23,170
HT148446,2/5/2011 7:00,003XX E 47TH ST,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,FALSE,FALSE,222,3,3,1179078,1873928,2011,41.80935117,-87.61869175,"(41.809351171, -87.618691752)",12,4301,4,448,9,36,24,98
HT149256,2/5/2011 21:15,012XX S STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,132,2,11,1176526,1894914,2011,41.86699623,-87.62741936,"(41.866996231, -87.62741936)",48,14913,34,330,9,35,22,94
HT148358,2/5/2011 1:00,004XX S HALSTED ST,820,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,1213,2,6,1171119,1898086,2011,41.87582072,-87.64717591,"(41.875820724, -87.647175913)",48,14917,29,97,26,44,15,95
HT149656,2/5/2011 23:00,004XX S WESTERN AVE,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,FALSE,FALSE,1135,2,3,1160478,1897788,2011,41.87522977,-87.68625398,"(41.875229772, -87.686253982)",48,21184,29,756,23,28,16,146
HT149943,2/6/2011 14:20,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,28,11,1149512,1901446,2011,41.88548754,-87.72642205,"(41.885487535, -87.726422045)",11,21572,27,659,23,30,16,83
HT149967,2/5/2011 16:50,063XX S WENTWORTH AVE,810,THEFT,OVER $500,CTA PLATFORM,FALSE,FALSE,722,20,6,1176046,1863053,2011,41.77957774,-87.63013878,"(41.779577735, -87.630138783)",53,21559,66,435,4,11,18,277
HT150813,2/6/2011 21:00,030XX S ASHLAND AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA PLATFORM,FALSE,FALSE,923,11,14,1166157,1884604,2011,41.83893231,-87.66577935,"(41.83893231, -87.665779349)",26,14920,33,126,26,43,23,162
HT151242,2/7/2011 8:30,065XX N SHERIDAN RD,820,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,2432,49,6,1167061,1943959,2011,42.00178652,-87.66075388,"(42.001786518, -87.660753883)",3,21853,10,267,5,9,11,41
HT152038,2/8/2011 6:30,051XX S PULASKI RD,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA PLATFORM,FALSE,FALSE,815,23,14,1150563,1870470,2011,41.80046498,-87.7233704,"(41.800464977, -87.723370404)",35,22248,60,792,6,56,13,129
HT144421,2/1/2011 8:50,0000X W 95TH ST,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,634,21,6,1177762,1841949,2011,41.7216272,-87.62448518,"(41.721627204, -87.624485177)",18,21861,45,187,13,59,20,242
HT153118,2/8/2011 18:45,011XX S STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,132,2,11,1176517,1895340,2011,41.86816541,-87.62743954,"(41.868165405, -87.62743954)",48,14913,38,12,10,35,22,144
HT153147,2/8/2011 2:00,011XX W BERWYN AVE,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,FALSE,FALSE,2023,48,3,1167718,1935356,2011,41.97816551,-87.65858624,"(41.978165506, -87.658586238)",40,22616,76,160,16,15,2,47
HT153700,2/9/2011 10:00,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,28,11,1149512,1901446,2011,41.88548754,-87.72642205,"(41.885487535, -87.726422045)",11,21572,27,659,23,30,16,83
HT153875,2/9/2011 11:25,0000X W CTA 95TH ST LN,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,TRUE,FALSE,634,21,18,1177779,1842365,2011,41.72276838,-87.62441036,"(41.722768379, -87.624410361)",18,21554,45,187,13,59,20,242
HT154565,2/9/2011 19:20,005XX S KEDZIE AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1134,24,11,1155124,1897322,2011,41.8740601,-87.70592431,"(41.874060099, -87.705924314)",36,21572,28,765,14,30,16,140
HT153274,2/8/2011 8:45,002XX W 35TH ST,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,FALSE,FALSE,924,11,3,1175346,1881761,2011,41.83092996,-87.63214552,"(41.830929961, -87.632145515)",26,14924,35,376,48,40,23,170
HT155169,2/10/2011 9:50,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,28,11,1149512,1901446,2011,41.88548754,-87.72642205,"(41.885487535, -87.726422045)",11,21572,27,659,23,30,16,83
HT155332,2/1/2011 14:30,004XX S WESTERN AVE,560,ASSAULT,SIMPLE,CTA PLATFORM,FALSE,FALSE,1135,2,08A,1160478,1897788,2011,41.87522977,-87.68625398,"(41.875229772, -87.686253982)",48,21184,29,756,23,28,16,146
HT156051,2/10/2011 17:30,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,28,11,1149512,1901446,2011,41.88548754,-87.72642205,"(41.885487535, -87.726422045)",11,21572,27,659,23,30,16,83
HT156226,2/10/2011 19:45,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT157746,2/11/2011 19:00,001XX N WABASH AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,TRUE,FALSE,122,42,18,1176791,1901351,2011,41.88465375,-87.62625185,"(41.884653752, -87.626251847)",22,14309,38,580,36,42,22,88
HT158663,2/12/2011 11:44,001XX S STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,123,42,11,1176405,1899619,2011,41.87990977,-87.62772157,"(41.879909765, -87.62772157)",22,14311,38,92,36,34,22,93
HT159347,2/12/2011 19:09,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,FALSE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT159482,2/12/2011 20:00,0000X W 95TH ST,460,BATTERY,SIMPLE,CTA PLATFORM,FALSE,FALSE,634,21,08B,1177678,1841947,2011,41.72162361,-87.62479291,"(41.721623614, -87.624792912)",18,21861,45,187,13,59,20,242
HT159643,2/13/2011 0:15,001XX W LAKE ST,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,CTA PLATFORM,TRUE,FALSE,113,42,04A,1175334,1901735,2011,41.88574029,-87.63159057,"(41.885740288, -87.631590568)",22,14309,38,92,36,42,22,79
HT159895,2/13/2011 3:00,019XX S KEDZIE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA PLATFORM,FALSE,FALSE,1022,24,14,1155336,1890250,2011,41.85464951,-87.70533588,"(41.854649511, -87.705335883)",36,21569,30,202,14,57,21,152
HT159881,2/13/2011 3:20,003XX S STATE ST,820,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,123,2,6,1176426,1898874,2011,41.87786497,-87.62766695,"(41.877864969, -87.627666954)",48,14912,38,367,10,29,22,126
HT160826,2/13/2011 20:30,0000X W 95TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,511,21,11,1177703,1841947,2011,41.72162305,-87.62470134,"(41.721623049, -87.624701342)",18,21861,45,568,13,19,10,250
HT162183,2/14/2011 17:55,040XX S INDIANA AVE,560,ASSAULT,SIMPLE,CTA PLATFORM,FALSE,FALSE,214,3,08A,1178264,1878362,2011,41.82153698,-87.62154262,"(41.821536978, -87.621542622)",12,4301,4,163,9,36,24,102
HT163263,2/15/2011 12:45,005XX S CICERO AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),CTA PLATFORM,TRUE,FALSE,1131,24,18,1144477,1897118,2011,41.87370721,-87.74502067,"(41.873707207, -87.745020665)",36,22216,26,69,7,32,25,137
HT163543,2/15/2011 15:25,034XX N PAULINA ST,560,ASSAULT,SIMPLE,CTA PLATFORM,TRUE,FALSE,1924,32,08A,1164380,1922827,2011,41.94385688,-87.67121775,"(41.943856882, -87.671217752)",16,4449,57,239,18,22,5,19
HT163808,2/15/2011 17:50,020XX S WESTERN AVE,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,FALSE,FALSE,1223,25,3,1160685,1890246,2011,41.85452951,-87.68570286,"(41.854529505, -87.685702859)",8,14920,33,4,26,43,15,121
HT164198,2/16/2011 0:50,001XX W 35TH ST,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,924,11,6,1175739,1881773,2011,41.83095408,-87.63070323,"(41.830954079, -87.630703226)",26,14924,35,376,48,40,23,170
HT156596,2/11/2011 4:48,0000X E ROOSEVELT RD,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,FALSE,FALSE,132,2,3,1176818,1895074,2011,41.86742869,-87.62634257,"(41.867428687, -87.626342565)",48,14913,38,374,10,35,22,144
HT164452,2/16/2011 9:40,001XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,113,42,11,1175334,1901735,2011,41.88574029,-87.63159057,"(41.885740288, -87.631590568)",22,14309,38,92,36,42,22,79
HT164490,2/16/2011 9:55,053XX S CALUMET AVE,810,THEFT,OVER $500,CTA PLATFORM,FALSE,FALSE,232,3,6,1179387,1869787,2011,41.79798085,-87.61768487,"(41.797980847, -87.617684868)",12,21192,7,401,9,10,24,125
HT164862,2/16/2011 15:45,002XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,122,42,11,1176327,1901797,2011,41.88588808,-87.62794224,"(41.885888079, -87.627942238)",22,14309,38,580,36,42,22,88
HT165083,2/16/2011 15:30,009XX W FULLERTON AVE,460,BATTERY,SIMPLE,CTA PLATFORM,FALSE,FALSE,1812,43,08B,1169577,1916141,2011,41.92539845,-87.6523113,"(41.925398449, -87.652311296)",51,21190,68,769,34,16,5,173
HT156946,2/7/2011 1:00,012XX N ASHLAND AVE,460,BATTERY,SIMPLE,CTA PLATFORM,FALSE,FALSE,1424,1,08B,1165506,1908134,2011,41.90351448,-87.66749844,"(41.90351448, -87.667498444)",24,21560,25,483,11,49,7,200
HT166065,2/17/2011 9:50,001XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,113,42,11,1175334,1901735,2011,41.88574029,-87.63159057,"(41.885740288, -87.631590568)",22,14309,38,92,36,42,22,79
HT166808,2/17/2011 17:15,009XX W BELMONT AVE,810,THEFT,OVER $500,CTA PLATFORM,FALSE,FALSE,1932,44,6,1169269,1921430,2011,41.93991842,-87.65328888,"(41.93991842, -87.653288878)",38,4449,57,681,25,22,5,31
HT166730,2/17/2011 17:15,003XX S STATE ST,460,BATTERY,SIMPLE,CTA PLATFORM,FALSE,FALSE,123,2,08B,1176426,1898874,2011,41.87786497,-87.62766695,"(41.877864969, -87.627666954)",48,14912,38,367,10,29,22,126
HT167058,2/17/2011 18:15,002XX N STATE ST,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,FALSE,FALSE,122,42,3,1176327,1901797,2011,41.88588808,-87.62794224,"(41.885888079, -87.627942238)",22,14309,38,580,36,42,22,88
HT166980,2/17/2011 15:17,011XX W BRYN MAWR AVE,460,BATTERY,SIMPLE,CTA PLATFORM,FALSE,FALSE,2023,48,08B,1167668,1937354,2011,41.98364915,-87.65871224,"(41.983649153, -87.658712242)",40,22616,76,144,16,14,2,42
HT156036,2/10/2011 17:15,079XX S DAN RYAN EXPY OB,460,BATTERY,SIMPLE,CTA PLATFORM,FALSE,FALSE,623,6,08B,1177431,1852460,2011,41.75047818,-87.62538087,"(41.750478175, -87.62538087)",31,21554,40,1,32,59,20,228
HT167801,2/18/2011 10:30,001XX W LAKE ST,1330,CRIMINAL TRESPASS,TO LAND,CTA PLATFORM,TRUE,FALSE,113,42,26,1175334,1901735,2011,41.88574029,-87.63159057,"(41.885740288, -87.631590568)",22,14309,38,92,36,42,22,79
HT166284,2/17/2011 11:45,001XX W 35TH ST,820,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,924,11,6,1175739,1881773,2011,41.83095408,-87.63070323,"(41.830954079, -87.630703226)",26,14924,35,376,48,40,23,170
HT168040,2/18/2011 12:10,001XX W 35TH ST,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,FALSE,FALSE,924,11,3,1175739,1881773,2011,41.83095408,-87.63070323,"(41.830954079, -87.630703226)",26,14924,35,376,48,40,23,170
HT168463,2/18/2011 16:30,004XX S WESTERN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,TRUE,FALSE,1135,2,18,1160478,1897788,2011,41.87522977,-87.68625398,"(41.875229772, -87.686253982)",48,21184,29,756,23,28,16,146
HT168572,2/17/2011 21:50,002XX S STATE ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CTA PLATFORM,TRUE,FALSE,123,42,26,1176417,1899156,2011,41.878639,-87.62769149,"(41.878638996, -87.627691486)",22,14912,38,92,36,29,22,126
HT167134,2/17/2011 1:30,044XX W IRVING PARK RD,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,1722,38,6,1146087,1926216,2011,41.95352464,-87.73836836,"(41.953524644, -87.738368356)",25,22618,16,363,50,21,1,11
HT170537,2/20/2011 0:08,013XX W MORSE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,TRUE,FALSE,2431,49,18,1165794,1946184,2011,42.00791918,-87.66535113,"(42.007919177, -87.665351128)",3,21853,10,66,5,9,11,39
HT170048,2/19/2011 15:48,003XX E 43RD ST,820,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,222,3,6,1178941,1876568,2011,41.81659868,-87.61911376,"(41.816598679, -87.619113763)",12,4301,4,163,9,36,24,102
HT168800,2/18/2011 20:00,047XX S WENTWORTH AVE,031A,ROBBERY,ARMED: HANDGUN,CTA PLATFORM,FALSE,FALSE,231,3,3,1175752,1873657,2011,41.80868277,-87.63089897,"(41.808682769, -87.630898966)",12,14924,3,224,9,37,24,107
HT170294,2/19/2011 19:55,002XX S STATE ST,810,THEFT,OVER $500,CTA PLATFORM,FALSE,FALSE,123,42,6,1176417,1899156,2011,41.878639,-87.62769149,"(41.878638996, -87.627691486)",22,14912,38,92,36,29,22,126
HT170042,2/19/2011 15:50,0000X N WABASH AVE,460,BATTERY,SIMPLE,CTA PLATFORM,TRUE,FALSE,122,42,08B,1176806,1900517,2011,41.88236487,-87.626222,"(41.882364871, -87.626222)",22,14310,38,580,36,41,22,93
HT172414,2/21/2011 13:20,009XX W FULLERTON AVE,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,1812,43,6,1169570,1916141,2011,41.9253986,-87.65233702,"(41.925398601, -87.652337017)",51,21190,68,769,34,16,5,173
HT172993,2/21/2011 20:55,062XX N WINTHROP AVE,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,TRUE,FALSE,2433,48,3,1167726,1941603,2011,41.99530725,-87.65837577,"(41.995307251, -87.658375769)",40,4451,76,45,16,14,11,50
HT173136,2/21/2011 22:34,069XX S WENTWORTH AVE,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,FALSE,FALSE,731,6,3,1176156,1859062,2011,41.76862353,-87.6298552,"(41.768623525, -87.629855197)",31,21559,67,513,32,11,17,210
HT173268,2/22/2011 1:35,0000X W 63RD ST,460,BATTERY,SIMPLE,CTA PLATFORM,TRUE,FALSE,312,20,08B,1177186,1863235,2011,41.7800515,-87.62595394,"(41.780051504, -87.625953942)",53,21559,67,122,4,11,18,277
HT173613,2/18/2011 17:00,0000X W JACKSON BLVD,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,123,2,6,1176349,1898987,2011,41.87817678,-87.62794627,"(41.878176784, -87.627946266)",48,14912,38,92,10,29,22,126
HT174563,2/22/2011 20:20,011XX W GRANVILLE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,TRUE,FALSE,2433,48,18,1167543,1941332,2011,41.99456758,-87.65905678,"(41.994567578, -87.65905678)",40,4451,76,45,16,14,11,50
HT174953,2/23/2011 8:45,002XX W 47TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,TRUE,FALSE,935,3,18,1175476,1873816,2011,41.80912527,-87.63190651,"(41.809125265, -87.631906508)",12,14924,3,224,9,37,23,117
HT175206,2/23/2011 10:39,012XX N CLARK ST,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,FALSE,FALSE,1821,42,3,1175314,1908524,2011,41.90437011,-87.63146007,"(41.904370109, -87.631460067)",22,14926,37,17,11,54,14,198
HT175818,2/23/2011 18:00,002XX W 47TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,TRUE,FALSE,935,3,18,1175476,1873816,2011,41.80912527,-87.63190651,"(41.809125265, -87.631906508)",12,14924,3,224,9,37,23,117
HT175948,2/23/2011 19:00,002XX S STATE ST,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,123,42,6,1176417,1899156,2011,41.878639,-87.62769149,"(41.878638996, -87.627691486)",22,14912,38,92,36,29,22,126
